CAST_MEMBER,TITLE_COUNT,AVG_RATING
Assel Akbarova,1,6
Rebecca Dyson-Smith,1,5.635
Violett Beane,5,5.5912
Linus Roache,3,7.133666667
Pornchanok Mabklang,1,6.7
Chloe Maayan,3,6.1
Rahul Ramakrishna,2,7
Jana Lee Hamblin,1,5
Johan Olsen,2,5.65
Emily Robinson,2,6.15
David Gasman,4,6.42
Hidenosuke Kawashiro,1,7.2
Saori Sudo,1,7.2
Michalina Olszańska,2,6.4255
Vivek Gomber,2,6.7
Justin Berti,2,4.5905
Julie Ferrier,4,5.71425
Scott Chambers,2,5.5065
Michelle Lehane,1,4.3
Guillermo Pfening,5,7.02
Kim Dickens,7,6.862285714
Caitlin Carver,1,7.2
Yumi Kazama,2,4.5
Yvette Yates Redick,2,5.978
Teo Yoo,5,7.62
François Deblock,2,5.655
Shayna Mchayle,1,6.1
Laurent Ferraro,1,5.7
Bobby Brown,1,7.4
Marie-Stéphane Cattaneo,1,1
Vincent M. Ward,1,4.105
Sheldon Shepherd,1,5.9
Thurop Van Orman,1,7.8
Yvette Monreal,2,7.1345
Akin Gazi,1,5.968
Tanner Buchanan,4,6.95
Franco Heiler,1,8
James Wan,1,6.2
Sabrina De La Hoz,1,6.4
Michelle Gallagher,1,6.6
Shepherd Stevenson,1,6.6
Jon Olson,2,7.897
Fabrizio Rongione,4,7.20675
Catherine Mccormack,2,7.05
Beatriz Arjona,1,5.1
Connie Ray,1,5.5
Sean O'bryan,1,6.343
Sadie Sink,8,6.19125
Luis Enrique De Tomás,1,7
Tatum Chiniquy,1,4.482
Debrianna Mansini,1,5.2
Giuseppe Aiello,1,6.633
Ario Bayu,4,5.8315
Ronan Farrow,2,6.5
Elaiza Ikeda,6,6.560333333
Isabel Requena,1,7.5
Sonja Richter,6,6.2305
Graciela Borges,1,7.6
Dajana Roncione,1,7.29
Joseba Yerro Izaguirre,1,7.29
Sasha Clements,2,5.7
Billy Mcfarland,2,6.6605
Nhu Quynh,1,6.5
Alycia Debnam-Carey,7,6.379142857
Maud Wyler,2,6.8
Ryan Paevey,3,6.1
Salome R. Gunnarsdottir,1,5.2
Ronald Shusett,1,6.242
Antoine Sire,1,6.6
John Ratzenberger,2,6.5
Siddhant Chaturvedi,1,7.33
Mila Syvatska,5,6.92
Lotus Blossom,1,6
Wolfgang Novogratz,3,7
Oakes Fegley,4,6.49975
Branscombe Richmond,2,5.2
Jon Cryer,1,7.2
Marina Stephenson Kerr,1,6.7
Lee Ki-Young,1,6.901
Michael Angelo Covino,1,6.959
Dejan Čukić,2,6.4
Robert Schupp,1,6.6
Cassandra Peterson,3,6.9
Jack Hickey,1,6.1
Anna Butkevych,1,5.5
Ivan Shaw,1,5.9
Mick Foley,2,6.95
Medina El Aidi,1,5.1
Deniz Akdeniz,4,7.0675
Jordan Hayes,3,5.733333333
Maggie Nichols,1,7.6
Lellê,2,7.2
Katie Mckenna,1,6.5
Erin Gray,2,5.5955
Shahad Alahmari,1,6.1
Traci Lords,2,6.4
Bryce Fernelius,2,5.9
Rebecca Drysdale,1,5.9
Luz Champané,1,5.6
Sheila Atim,2,7.291
Baby Peggy,1,6.8
Marta Olivares,1,7.9
Dounia Sichov,1,5
Millie Milan,1,5.1
Robin Gibb,2,3.8
Avery Kristen Pohl,1,6.1
Zelda Morrison,1,6.2
Carl Anton Koch,1,6.854
Kais Setti,1,6.854
Bree Elrod,1,6.8
Trace Adkins,7,5.671428571
Naya Rivera,2,7.44
Anna Mikami,1,7.1
Inma Pavon,1,6.2
Miku Martineau,1,6.647
Aleksey Maklakov,1,6.7
Kyle Kaminsky,1,6
Léonie Ledru,1,6.3
Derek Johns,2,6.65
Burgess Jenkins,2,6.65
Camille Léon-Fucien,1,6.9
Giancarlo Martini,1,7.3
Emir Ali Doğrul,1,8
Tara London,1,5.4
S.P.B. Charan,1,4
Shataf Figar,1,7.3
Kai Ko,5,6.4348
Andi Osho,1,6
Bronte Carmichael,2,7.201
Amira Macey-Michael,1,7.1
Marcelo Laham,1,6
Stephen Amethyst Peck,1,5
Arnell Ignacio,1,5.6
Chafurin,1,6.5
Tiana Tuttle,1,5.3
Leandro Ramos,1,6.8
Zackary Arthur,3,6.633333333
Reze-Tiana Wessels,1,5.2
Yuya Endo,2,6.5
Lumy Lizardo,1,6
Anthony Edridge,1,4.9
Ross Cowan,1,6.2
Vojtěch Kotek,3,6.4
Omar Benson Miller,5,6.7922
Shari Finkelstein,1,7.7
Harry Harrold,1,4.8
Usman Ally,1,5.1
Mollie Hindle,1,6.3
Erdem Baş,1,7.9
Dexter Doria,1,5.8
C. Ernst Harth,1,5.9
Banks Repeta,1,6.5
Makram J. Khoury,4,5.8275
Kristo Immanuel,3,6.9
Danielle Winits,4,4.925
Laurent Fernandez,1,6.1
Pat Smear,3,7.115666667
Ayleen Charlotte,1,7
Lowell Conales,1,6.3
Treach,1,5.2
Diane Ladd,3,7.081333333
Daniel O'reilly,1,6.5
Rakshit Shetty,1,7.6
Megan Northam,1,6.8
Chris Smith,1,6.9
Danica Ćurčić,5,5.4212
Van Crosby,1,7.3
Mike Moh,2,6.669
Silvina Sabater,1,7.29
Emanuela Fanelli,4,7.9
Jaune Kimmel,1,5.538
Ben Pullen,1,5.4
Dusan Brown,2,7.15
Sofia Barclay,1,6.731
Aylin Tezel,5,6.2684
Qian Bo,3,5.8
Elias Zarou,1,6.4
Philippe Bas,3,7.048
Paolo Pierobon,2,8.65
Anna Wintour,1,6.8
Rafael Stachowiak,1,7.225
James Liddell,2,5.6315
Diego De Gregorio,1,6.1
John Standing,1,6.633
Thomas Zurbuchen,1,7.5
Yuya Hirose,6,7.228833333
Erik Hansen,1,6.8
Alice E. Bier Zandén,1,6.2
Stephen 'thundercat' Bruner,1,6.7
Ziyad Alamri,1,6.4
Luke Baines,2,5.95
Glynn Sweet,1,6.3
Maxime Gasteuil,1,5.426
Agnes O'casey,1,6.1
Cameron Nicoll,1,4.8
Khalil Ben Gharbia,2,4.1
Mario Sgueglia,2,6.7
Danilo Mesquita,4,7.1
Leuan Coombs,1,6.4
Jessob Reisbeck,1,6.2
Rodrigo Waschburger,1,7.3
Edward Hamilton-Clark,1,7.1
Sandra Parfait,1,6
John Wells,2,5.3
Stephanie Hym Lee,1,7.2
Morgan Dudley,1,6.9
Pablo Martínez,3,5.266666667
Sophie Mcintosh,2,5.2145
Laurent Leca,1,5.2
David Scheid,1,6.8
Tarikh Janssen,1,4.3
Sebastian Stankiewicz,5,2.86
Mathis Landwehr,1,6.8
Linda Zampaglione,1,5.6
Thomas M. Wright,2,6.8
Mj Abellera,1,5
Hridhu Haroon,1,6.9
David Ramírez,1,6.9
Avicii,2,7.85
Chris Martin,2,7.85
Dušan Cinkota,1,5.9
Maganti Srinath,1,7.439
Bo Bragason,2,5.65
Alexia Moyano,2,5.3
Łukasz Szczepanowski,1,6.6
Antonio Guerra,1,7.3
Magnus Kuhmunen,1,6.2
Kirrilee Berger,1,6.7
Gabriela Freire,1,6.6
Deva Mahenra,2,7.45
Zara Larsson,1,6.7
Amadeus Serafini,1,7.1
W.T. Snacks,1,6.3
Hameed Sheikh,1,3.3
Basil Joseph,1,7.4
María Conchita Alonso,2,5.7
Franciszek Słomiński,1,5.2
Kylee D. Allen,1,6.8
Andri Mashadi,2,7.35
Wayne Burns,1,6.1
Dave Merheje,1,6.5
Duane Michaels,1,7.5
Sza,1,6.9
Evan Mock,1,7.2
Majd Eid,1,5.5
Lenny Steinline,1,6
Wafda Saifan Lubis,1,7
Josh Everett,1,0
Tomas Gordillo,1,0
Peter Grant,1,7.455
Damson Idris,3,4.933333333
Scott Thompson,2,5.7
Joshua Long,1,0
Valeria Fernández,1,0
Veer Pahariya,1,6.2
Anna Von Seld,1,0
Anupama Parameswaran,2,8.75
Vishnu Manchu,1,0
Takako Matsu,4,4.89375
Kati Outinen,3,3.866666667
Dicky Chandra,1,0
Jan Uuspõld,1,6
Liisa Saaremäel,1,6
Danielle Hoskins,1,0
Pablo Aguado,1,0
Erik Gow,1,6.3
Thom Nemer,1,0
Massimiliano Rossi,4,7.7
Manolo Valdés,1,0
Émile Ouellette,1,0
Senad Omanović,1,0
Scott Williams,1,0
Jeff Dumont,1,0
Camille Felton,2,0.25
Robert Buckley,4,7.27475
August Ricard,1,0
Kerem Özdoğan,1,0
Nova Eliza,1,5
Lulu Zakaria,1,0
Selvi Kitty,1,0
Ni Hongjie,6,6.183333333
Jeannette Nina,1,0
Marc Pineda,1,0
Vinny Kress,1,0
James Clapper,1,0
Roberto Lopes,1,0
Dean Kilbey,1,10
Robbie Sublett,1,0
Selina Ringel,1,0
Emma D'arcy,4,5.225
Daniel Joo,1,10
Riley G,1,0
Gi So-You,1,0
Cong Shan,2,0
Yuto Nakajima,2,2.85
Yuki Sakakihara,2,7.0885
Małgorzata Szeptycka,1,0
Louisa Mak,1,0
Electra Asteri,1,7
Sophie Skelton,2,6.45
Mauricio Pesutic,2,4
Aaron Goodwin,1,7.4
Jiang Yanxi,2,5.9405
Mikkel Lomborg,1,0
Ádám Pék,1,7.3
Oh Yeon-Soo,2,7.1
René Auberjonois,2,6.2
Cynthia Boll,1,8
Jessica Ginkel,1,0
Terry Klassen,1,6.7
Jon Michael Hill,2,7.051
Emmanuel Palomares,4,7.43875
Marco Delgado,1,4.4
Yoon Jong-Hoon,5,5.382
Eli Shih,1,0
Shen Junyi,4,0
Melendi,1,6.5
Brendan O'carroll,2,7.1
Alessio De Filippis,2,7
Ivan Grishanov,1,0
Kim A-Joong,5,7.2762
Park Sung-Hoon,6,7.906166667
Chris Hansen,1,0
Monserrat Álvarez,1,2
Jean-Philippe Wauthier,2,2
Gary Brannan,1,0
Uhm Hyo-Seop,5,5.41
Andre Robinson,2,7.65
Gabriel Sabourin,1,0
Ayen Munji-Laurel,1,0
Abe Goldfarb,1,4.4
Yancy He,1,7.5
Juan David Penagos,1,8.6
Janny Van Der Heijden,2,5
Na Moon-Hee,5,5.9
Luke Norris,3,6.387333333
Beatie Edney,2,6.9765
Morgan Karlsson,1,10
Merih Öztürk,2,6.3
Arjit Taneja,2,6.45
Ryujin,2,0
Hong Soo-Hyun,7,6.435714286
Fahad Mustafa,4,6.125
David Walliams,2,6.9415
Daksh Sharma,1,0
Wei Zhai,3,7.8
Octavia Bernasconi,1,0
Verena Altenberger,2,7.65
Pixie Davies,3,6.485
Phil Dunster,5,5.5428
Daniel Wishes,1,7.2
Zisis Roubos,1,6.8
Axel Madrazo,2,7.8425
Macarena Oz,1,8.685
Dmytro Komarov,1,8.9
Lin Xiao,1,0
Shou Shioko,1,6
Luke Tennie,3,7.600333333
Jonathan Gould,2,5.85
Srijla Guha,1,10
Rüçhan Çalışkur,1,7
Brandon Broady,1,8
Přemek Forejt,1,5
Gözde Okur,1,4
Christoph Krutzler,1,7
Dan Ahdoot,2,6.35
Guylaine Tanguay,1,0
Joey Thye,1,10
Martin Nievera,2,3
Katarzyna Ucherska,2,3.5
Juliette Armanet,1,0
Hitomi Ueda,7,6.7
Nicolás Oyarzún,5,6.06
Guido Cantz,1,0
Kosai Khauli,4,7.25
Miki Ishikawa,1,7.352
Snigdha Pandey,1,0
Gelli De Belen,2,2.85
Lola Morán,1,6.8
Guan Zijing,1,8.5
Amir Shurush,1,8.7
Lee Ui-Seop,1,0
Gökberk Demirci,1,5.4
Iwan Carrington,1,5.5
Guillermo Francella,7,7.260428571
Bill Farmer,14,7.064357143
Ján Dobrík,3,2
Nattie Neidhart-Wilson,1,7.271
Регина Вожова,1,8
Yoshito Yasuhara,1,7.5
Jesús Olmedo,3,4.5
Fernando Solórzano,1,7.7
Ryan Chiaverini,1,2.7
David Menkin,5,7.5462
Yekaterina Vulichenko,1,0
Agustín Casanova,1,5.5
Omar El Saeed,2,0
Aparajita Adhya,2,0
Marco De Paula,1,0
Kim Min-Gyu,1,6.5
Toshihiko Seki,5,7.3352
Surbhi Chandna,2,4.5
Aoi Miyazaki,8,7.194625
Lenka Vlasáková,1,7.5
Nicholas Alexander Chavez,2,7.5145
Vaishnavi Macdonald,3,5.833333333
Scheana Marie Shay,1,6.4
Tom Sandoval,2,5.5
Sarah Navratil,1,5
Val Chmerkovskiy,1,8.4
Dave Lingwood,1,0
Joy Sunday,1,8.433
Zuhal Topal,1,7
Evelina Papoulia,2,6.75
Alex Grundon,1,0
Juri Takita,1,9
Neha Pendse,1,8
Patrick Langlois,1,0
كريم كوجاك,1,0
André Van Duin,2,4.15
Robin Schüllenbach,1,0
Janie Tienphosuwan,1,5.2
Luis Suárez,1,7.8
Lee Pil-Mo,6,5.868833333
Sammy Leung,3,0
Ayesha Mirza,1,9.8
Mélanie Maynard,2,3.25
Jens Hübschen,1,0
Daniel Johé,1,10
Leo Ku,1,0
Mehdi Pakdel,2,5.85
Cameron Gellman,1,7.735
Vincent Zheng,1,0
Alanis Guillen,1,6.2
Li Ruoning,2,8.5
Semanur Uçar,1,0
Lucien Duncan-Reid,2,3.7185
Kim Ju-Hun,7,7.714857143
Wang Yintong,1,7.3
Sundus  Tariq,1,10
Eduardo Noriega,6,6.1885
Sho Fujisawa,1,6.5
Ryan Early,1,0
Zheng Miao,1,4
Rakesh Bedi,2,0
Adriana Fonseca,1,7.701
Marc Cassivi,1,0
José Giménez-Zapiola,4,8.04825
Cansu Tosun,3,6.766666667
Tsuyoshi Domoto,1,0
Sebastian Pöthe,1,6
Marcos Morán,1,0
Đorđe Kadijević,1,0
Laila Goody,1,7
Vadim Andreyev,1,8.5
Erika De La Rosa,3,6.066666667
Evgenia Dimitropoulou,3,6.233333333
Kirsten Lehfeldt,1,9.5
Lisa Gilroy,1,7.2
Kennedy Mcmann,1,7.8
Lexi Medrano,2,7.9705
Kim Byeong-Ok,2,6.15
Madeline Appiah,1,7.286
Uğur Uzunel,1,0
Shilpa Shetty Kundra,1,6.7
Randeep Rai,1,0
Song Qianxuan,1,0
Karen Miyazaki,1,7.25
Matt Tebbutt,1,7.3
Shou Komura,1,8.305
Kanon,2,0
Jacques Pradel,1,0
Lacey Rose,1,5.7
Gunnar Krantz,1,9
Ramon Reed,2,6.3
Hannah Baxter-Eve,1,0
Yoon Eun-Hye,3,5.533333333
Diego Trujillo,5,4.8866
Du Ruoxi,2,0
Moataz El Tony,1,0
Juraj Kemka,2,5.25
Ebisu Muscats,1,8.5
Prachakorn Piyasakulkaew,1,0
Yuan Tengfei,1,10
Sylvain Levy,1,6.3
Titouan Laporte,1,6.6
Rigobert Tamwa,2,4
Jojo Wong Tsz-Yan,2,0
Jay Asher,1,6.6
Justine Simmons,1,5.6
Sabrina Paravicini,2,6.5115
Ryan Seacrest,1,6.8
Sawa Suzuki,1,0
Meredith Vieira,1,6.7
Mehyar Khaddour,3,3
Fei Qiming,2,7.25
Günther Nussbaum,1,0
Michal Spasov Ashminov,1,0
Ali B,1,6.3
Kaan Urgancıoğlu,4,7.15
Frédéric Bau,1,10
Jack Deam,3,6.836
Sabri Saddik,1,7.5
Dwi Sasono,4,7
Jestoni Alarcon,3,2.333333333
Peter Chan Charm-Man,2,2.6
Guilherme Evaristo,1,7.1
Valentin Smirnitskiy,1,0
Belle Mariano,2,3.65
Jon Lange,1,7.1
Ilya Glinnikov,2,7.25
Anna Lambe,1,6.2
James Wotherspoon,1,4.8
Yan Haoxiang,1,8.5
Théo Fernandez,5,6.361
Kirsten Dodgen,1,9.4
Thasorn Klinnium,1,0
Thomas Vanderveken,4,1.5
Engy Wegdan,2,6.35
Richard Hammond,2,7.495
Emiliano Flores,1,8.029
Zhang Ying,1,10
Andreas Giebel,1,6.7
Colin Cunningham,2,6.75
João Maria Maneira,2,7.35
Michiel Varga,1,8
Hong-Chih Kuo,1,0
Zhu Yuanyuan,5,4.32
William Zabka,3,7.866666667
Zhang Wenqi,1,0
Sherine Abdel Wahab,1,7.5
Aitana Sánchez-Gijón,5,6.431
Liz Kingsman,1,7.4
谢其均,1,0
Korranid Laosubinprasoet,1,10
Alexandra Rapaport,2,7
Natalie Pérez,2,5.6
Hilary Whitehall,1,6.9
Ghalib Jawad,1,0
Usman Khawaja,1,7.5
Kyriana Kratter,1,7.08
Ulrich Noethen,3,7.204666667
Sarp Levendoğlu,2,7.7
Mahmut Suvakci,2,6.7
Cem Bender,2,8.35
Yang Shulin,2,5
Yuxuan Zhan,1,9.5
Jo Kwon,2,0
Noemi Magagnini,1,6.036
Sophia Thiel,1,2
Yasmin Abdulaziz,2,3.1
Michaela Pecháčková,1,7.6
Guan Yunpeng,1,4
Nathan Ledbetter,1,7.1
Cho Dong-Hyuk,4,6.13325
廖琦,1,8.3
Kenji Urai,1,0
Kelli Williams,1,6.9
Donovan Wolf,1,10
Hur Jung-Hee,1,8.02
Bear Grylls,4,4.8
Aurora Ribero,3,3.066666667
Wu Ting,1,0
Will Akana,1,7.4
Jenny Botsi,1,4
Kate Wetherhead,1,0
Santino Fontana,2,3.4
Brent Butt,1,6.8
Jassim Al-Nabhan,2,5
Joe Chen,15,6.233333333
Yu Xiaoguang,7,4.642857143
Rhys Connah,1,7.9
Дмитрий Сумин,1,8.5
Dustin Clare,1,8.014
Zhou Zixin,2,9.25
Phillipa Soo,4,7.325
Meredith Eaton,1,7.288
Michalis Leventogiannis,2,7
Han Hye-Jin,11,6.181818182
Adrian Groulx,1,6.9
Yoann Sover,1,8.7
Feifei Sun,2,0
Akane Fujita,6,7.506
Chyna Layne,1,6.4
Özgü Namal,2,6.55
Kentaro Tamura,1,5.8
Akari Ninomiya,1,8.2
Mary Ashton,1,4.5
Wei-Ju Ko,1,0
Niang Gui,1,6.7
Giorgos Chrysostomou,2,3.5
Pearce Coulson,1,7.3
Haskiri Velazquez,2,6.1
Cecilia Cucurella,1,0
Masahiro Matsuoka,2,3.35
Simon Mayo,1,0
Adrián Pino,1,6.5
Jennie Kwan,1,6.28
Han Kerckhoffs,1,0
Jochen Hägele,2,6.3225
Kody Kavitha,1,7.9
Igor Volkov,1,2
Mario Marzo,2,6.65
Alexia Barlier,2,6.1295
John Altman,1,8
Reed Horstmann,2,7.028
Kaelen Ohm,2,6.5
Ebru Gündeş,1,4
Hope Lin,1,3
Victoria Groce,1,8
Sergey Chirkov,1,9
Lin Yanjun,2,6.75
Feng Xiaotong,1,9.5
Zuzana Kanócz,1,5
Anne Fulenwider,1,6.6
Mason Alexander Park,1,7.172
Julia Katharina Stark,1,0
Karanvir Sharma,2,5.7
Song Jae-Rim,4,5.56875
Zhang Yilong,1,0
Guy Jodoin,1,5
Maayan Blum,1,0
Mohsen Mansour,2,7.75
Mariona Tena,1,5.6
Wang Yanlin,11,6.654363636
Roman Slanina,1,7
Kunio Murai,1,0
Ha Yue,2,0
Shaleen Malhotra,2,2.5
Kalina Malehounova,1,0
Rita Harb,2,3.5
Leya Kırşan,4,7.475
Sergio Puglia,1,0
Marc Thompson,2,7.45
Helen Tam Yuk-Ying,1,0
Juanita Arias,1,7.4
Marie-Mai Bouchard,1,3.8
Zaijian Jaranilla,5,1.18
Mike Theodor Platte,1,7.8
Sidney Holtfreter,1,8
Horny Mike,1,6.5
Darrin Henson,1,8.3
Nate Corddry,4,7.04
Nao Albet,1,7.2
João Didelet,1,0
Marie-Andrée Corneille,1,0
María Hinojosa,1,2
Riana Nel,1,9
Xu Wenguang,3,5.233333333
Lee Kyu-Han,8,3.95
Phoebe Yuan,1,0
Sean Ryan Fox,3,8.2
Brigitte Zeh,1,9
Aron Kto,1,7.155
Chris Carpentier,2,1
刘林城,1,8
Dimitris Mavropoulos,1,7.3
Cécile Melloul,1,8
Ethan Mcgurrin,1,8
Christian Dal Dosso,2,7.55
Elisha Williams,2,6.55
Cihan Şimşek,1,4.9
Choi Hyun-Seok,2,4.25
Meghan Camarena,1,5.2
André Dongelmans,1,6
Mir,1,4
Kanwaljit Singh,2,7.85
Jill Kargman,1,6.3
Wuttichai Tohmong,1,0
Александр Зарядин,1,0
Claudia Vega,3,6.891333333
Felipe Pigna,1,0
Kang Ae-Sim,1,7.7
Eman Al Assy,1,6
Brandon Jay Mclaren,2,5.9145
Karen Leblanc,1,6.5
Liu Xiangjing,2,3.75
Lluís Marco,1,9
Katrin Prähauser,1,10
Takuma Nagatsuka,3,7.833333333
Dan Gruchy,1,7
Rodrigo Menezes,1,0
Mario Tessier,4,0
Barru Du Bois,1,0
Jeff Corwin,1,0
Yoyo Chen Chi-Yiu,3,5.333333333
Nipaporn Thititanakarn,1,0
Nadia Almada,1,0
Edita Karađole Šegvić,1,6.8
Saiful Apek,1,0
Megan Lai,3,2.166666667
Ko Bonkobara,1,0
Kim Ha-Kyung,1,7.3
Debbie Huang,1,6
Shaina Magdayao,8,0.85
Korapat Kirdpan,2,8.75
Haleeda,1,0
赵昕,1,8.7
Zuzanna Lit,1,5
Carlos Said,1,8.8
Wu Haoze,1,9
Hannah Riley,1,7.2
Arthur Lounsbery,3,7.4
Jill Johnson,1,5
Eréndira Ibarra,3,6.258333333
Sunnee,2,0
Billy Gardell,3,6.910333333
Alyssa Edwards,1,6
Zhu Zhiling,1,8.1
Ryuji Harada,1,7.4
He Meixuan,2,6.1
Evgeniya Shipova,1,6.8
Paula Sharim,1,6
Philippine Leroy-Beaulieu,1,7.651
Manpreet Bambra,1,7.9
Kim Jae-Young,5,7.277
Quique González,1,6.2
Josiah Hidalgo,1,5.5
Izumi Kitta,3,5.4
María Camila Giraldo,1,7.4
Wei-Lun Xi,1,6
Lucy Capri,2,6.1
Liu Tingyu,2,0
Art Campion,1,6.7
Kanako Miyashita,1,6
Kim Ji Eun,1,6.179
Zhou Dawei,1,10
Olly Sholotan,2,7.288
Jen Psaki,1,4.5
Zach Cregger,4,6.125
Pranay Pachauri,1,7.5
Baifern Patarin Jearasuk,1,4.3
Pal Sinn Lap-Man,3,7.8
Tolga Mendi,2,7.9
Dave Lawson,1,7
Tania Raymonde,5,6.3202
Jo Woo-Ri,1,7.206
Lu Yangyang,4,6.325
Nazareno Antón,1,3
Derek Theler,2,6.5
Jaba Keh,1,10
Amalina Arham,1,0
Megumi,4,5.425
Ice Seguerra,2,3.25
Nabhaan Rizwan,3,7.266666667
임형찬,1,0
Stephen Hill,1,7.5
Caroline Tensen,1,7
Jake Dunn,1,7.189
Mckinley Belcher Iii,2,6.614
Riko Narumi,2,2.9865
Nora Aunor,6,0.6666666667
Lou Yujian,2,0
Shayne Ward,1,5.8
Wallis Day,2,6.55
Li Tai,2,2.85
Wu Chun,5,3.6
Matt Bennett,2,6.3
Wang Jingxuan,1,5.5
Hedda Skaug,1,7
Tara Mcmillan,1,6
Sonia Vachon,1,0
Sharis Cid,1,2
Fuzz Townshend,2,7.1
Nitidon Pomsuwan,1,0
Perry Mattfeld,1,7.8
Beto Villa Jr,1,0
Zhang Helun,2,8.6
Elizabeth Álvarez,1,7.8
Phil Lamarr,5,6.4
Isaiah Slater,1,10
Romane Parc,1,8.3
Joe Francis,1,8
Nam Sung-Jin,1,5.3
Kingsley Ben-Adir,5,6.905
Ken Sansom,1,9.2
Jerry Huang,2,3
Matilda Kenny,1,0
Shaun Toub,2,6.046
Lisa Ann Beley,1,7
Izzy Meikle-Small,1,6.9
Scott Hylands,1,5.7
Damian Walshe-Howling,2,6.2635
Peter Wight,1,6
Jaimi Paige,1,6.145
John Cygan,2,6.15
Janet Jackson,4,6.5
Steven Barton,1,6.9
Yukana,7,7.071428571
Jakob Cedergren,4,6.2
Masanori Mimoto,2,5.8
Alireza Kamali,1,6.9
Jérémie Duvall,1,5.986
Raoul Max Trujillo,3,3.637333333
Johnny Strong,3,6.218666667
Lee Do-Gyeong,1,5.9
Ty Jones,1,4.4
Jurgen Delnaet,1,6.8
Jade Clayton,1,7.5
Susan Lynch,2,6.45
Wellington Marques,1,10
Wong Yau-Nam,2,6.15
Jimmy Yuill,2,5.671
Prakasit Bosuwan,1,4.2
Warattaya Nilkuha,3,7.4
Uri Geller,2,6.553
Kim Ki-Cheon,1,6.7
Christopher Lee,5,5.7308
Brian Hallisay,1,5.1
Christopher Nicholas Smith,1,5.9
Michael Gough,3,6.333333333
Simona Stašová,2,6.7835
Katie Wilson,1,4.5
Bam Margera,2,6.465
Armaan Verma,1,5.7
Rohan Nichol,1,7.3
Louise Grinberg,1,5.5
Philip Quast,1,6.7
Amanda Balen,1,8.6
Alexandra Holden,1,5.1
Ken Arnold,3,5.4
Morgan Benoit,1,3.658
Myko Olivier,1,3.658
Toby Bowman,1,4.9
Pete Postlethwaite,1,6.3
Christine Evangelista,2,4.75
Scott Elrod,2,5.05
Joanna Litwin,1,6.5
Emily Donahoe,1,3.289
Diane Neal,1,3.289
Plutarco Haza,3,6.881333333
Ashwin Kakumanu,1,6.7
Sophie Monk,3,4.133333333
Nadine Crocker,2,4.4
Raayo S. Bakhirta,1,6.8
Garry Kasparov,1,6.849
Seishirou Katou,2,7.6
Jenna Presley,1,5.5
Marley Shelton,1,5.268
Amy Groening,1,5.5
Adriana Ozores,4,6.15
Jon Ashley Hall,1,4.2
Adriana Pérez,1,0
Brooklyn Decker,4,5.81525
Kerry Knuppe,2,6.2265
Annika Marks,1,6.902
Nils De Caster,1,7.698
Shelley Long,4,5.8615
Haley Hudson,2,5.221
Don Mcgraw,1,3.8
Amber Clayton,1,4.8
Eddie Baroo,1,4.8
Alice Rietveld,1,3.3
Greta Garbo,1,7.5
Jordana Largy,2,6.4
Ulrike Beimpold,1,6.5
Valérie Benguigui,2,6.2605
Joshua Close,2,6.4
Brigitte Virtudes,1,7.8
Willebaldo Torres,1,6.2
Matt Gillanders,1,7
Mizinga Mwinga,1,6.6
Alexandra Breckenridge,5,6.6
Jay Paulson,2,5.6015
Faraz Khan,1,7
Leon Dai Li-Jen,4,7.75
Storm Thorgerson,1,7.323
Surya Saputra,2,6.15
Marika Minami,1,5.8
Catherine Hosmalin,3,5.533333333
Mary Stockley,1,6.3
Mark Valley,4,6.7555
Simon Barrett,2,6.1535
Luke Albright,1,5.909
Amalie Kruse Jensen,2,6
Sabrina Jolie Perez,1,5.574
Vadim Goldberg,1,6.1
Carmen Chaplin,1,3.9
Shane Carruth,1,6.4
John D'leo,1,6.4
Isao Takahata,1,7.5
Garrett Backstrom,1,5.8
Ronny Cox,2,4.95
Steve Berg,1,5.3
Juan Pablo Veizaga,1,5
James Koch,1,5.7
María Temprado,1,8
Julia Dalavia,4,6.4
Lisa Mcallister,1,4.673
Luis Rego,1,6.8
Carl Jensen Iv,1,4.1
Miriam Marco,1,6.3
Paul Sparks,5,6.5386
Genevieve Bachman,1,7.2
Tom Bower,3,6.166666667
Macon Blair,1,6.797
Eve Plumb,1,6.797
Nadia Hilker,1,6.6
Gabriel Santoyo,1,6.9
Juanxo Villaverde,1,5.869
Song Eun-Chae,2,4.85
Lisa Bonet,1,5.9
Issaka Sawadogo,5,6.5482
Vivian Maier,1,7.562
Liam Payne,3,8.231
Sergei Artsybashev,1,7.9
Mirco Nontschew,1,5.5
Body,1,6.633
Toulou Kiki,1,6.978
Philip Desmeules,1,5
Lisa Cameron,1,4
Dave Kilminster,1,8
James Rolleston,4,6.2345
Eddie Ritchard,1,4.367
Hakim Callender,1,5.1
Junko Abe,1,6.9
Yo-Landi Visser,1,6.786
Ava Taylor,1,6.1
Peter Mcrobbie,1,6.315
Bernat Saumell,1,6.9
Omid Djalili,3,6.987666667
Christine Horne,1,6.8
Han Chae-You,2,6
Guy Nadon,2,8.55
Monte Markham,1,5.6
Lee Han-Bit,1,7
Louie Psihoyos,2,7.65
Kapan Cook,1,6.697
Vivek Mushran,2,6.8785
Laurence Rickard,2,7.0075
Rio Mangini,1,6.9
Sophie Cadieux,2,6.75
Brian Klugman,1,5.845
Donna Spangler,1,2.8
Darin De Paul,2,7.186
Jerome Kohn,1,7.4
Kang Seong-Hoon,1,5.7
